id,year,month,carrier,carrier_name,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,id-2,country_code,iata,airport,latitude,longitude
117,2020,12,F9,Frontier Airlines Inc.,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",93,22,6.48,0,9.86,0,5.66,0,0,1085,560,0,330,0,195,8,US,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038
118,2020,12,F9,Frontier Airlines Inc.,"Detroit, MI: Detroit Metro Wayne County",48,2,1,0,0.12,0,0.88,0,0,128,24,0,12,0,92,20,US,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533
119,2020,12,F9,Frontier Airlines Inc.,"Newark, NJ: Newark Liberty International",70,5,1.8,0,3.2,0,0,3,0,234,146,0,88,0,0,21,US,EWR,Newark Liberty International Airport,40.6925,-74.1686
120,2020,12,F9,Frontier Airlines Inc.,"Houston, TX: George Bush Intercontinental/Houston",97,23,6.62,0.38,13.26,0,2.74,0,0,900,232,45,360,0,263,14,US,IAH,George Bush Intercontinental Airport,29.9844,-95.3414
121,2020,12,F9,Frontier Airlines Inc.,"Las Vegas, NV: McCarran International",672,47,13.87,0.92,19.19,0,13.02,1,0,2558,1041,186,604,0,727,7,US,LAS,Harry Reid International Airport,36.0801,-115.152
122,2020,12,F9,Frontier Airlines Inc.,"Los Angeles, CA: Los Angeles International",133,12,5.43,0.27,4.77,0,1.54,0,0,585,331,13,142,0,99,6,US,LAX,Los Angeles International Airport,33.9425,-118.408
123,2020,12,F9,Frontier Airlines Inc.,"New York, NY: LaGuardia",55,2,1.78,0,0.06,0,0.16,1,0,180,170,0,5,0,5,23,US,LGA,LaGuardia Airport,40.775,-73.875
124,2020,12,F9,Frontier Airlines Inc.,"Orlando, FL: Orlando International",911,126,33.9,3.09,61.14,0,27.88,6,0,7868,3035,189,2927,0,1717,4,US,MCO,Orlando International Airport,28.4294,-81.309
125,2020,12,F9,Frontier Airlines Inc.,"Miami, FL: Miami International",139,17,2.61,0.29,10.65,0,3.45,3,0,1087,180,16,604,0,287,3,US,MIA,Miami International Airport,25.7932,-80.2906
126,2020,12,F9,Frontier Airlines Inc.,"Minneapolis, MN: Minneapolis-St Paul International",39,6,2.33,0.46,2.02,0,1.18,1,0,216,88,18,56,0,54,5,US,MSP,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),44.882,-93.2218
127,2020,12,F9,Frontier Airlines Inc.,"Chicago, IL: Chicago O'Hare International",103,9,1.26,0,5.86,0,1.88,2,0,590,165,0,202,0,223,18,US,ORD,Chicago O'Hare International Airport,41.9786,-87.9047
128,2020,12,F9,Frontier Airlines Inc.,"Philadelphia, PA: Philadelphia International",294,31,8.5,0,10.38,0,12.11,2,0,1440,394,0,364,0,682,11,US,PHL,Philadelphia International Airport,39.8719,-75.2411
129,2020,12,F9,Frontier Airlines Inc.,"Phoenix, AZ: Phoenix Sky Harbor International",236,28,10.26,1.24,12.46,0,4.04,0,0,1431,495,22,414,0,500,12,US,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012
130,2020,12,F9,Frontier Airlines Inc.,"San Diego, CA: San Diego International",107,3,0.5,0.18,1.82,0,0.5,0,0,137,23,7,77,0,30,15,US,SAN,San Diego International Airport,32.7336,-117.19
131,2020,12,F9,Frontier Airlines Inc.,"Seattle, WA: Seattle/Tacoma International",45,5,1.58,0,3.38,0,0.04,0,0,133,30,0,102,0,1,16,US,SEA,Seattle-Tacoma International Airport,47.449,-122.309
132,2020,12,F9,Frontier Airlines Inc.,"San Francisco, CA: San Francisco International",72,3,1.92,0,1.06,0,0.03,0,0,181,147,0,32,0,2,17,US,SFO,San Francisco International Airport,37.619,-122.375
133,2020,12,F9,Frontier Airlines Inc.,"Salt Lake City, UT: Salt Lake City International",126,14,6.9,0.45,3.47,0,3.18,0,0,737,520,19,95,0,103,0,US,SLC,Salt Lake City International Airport,40.7884,-111.978
134,2020,12,G4,Allegiant Air,"Boston, MA: Logan International",17,1,0,0,1,0,0,3,0,87,0,0,87,0,0,13,US,BOS,Logan International Airport,42.3643,-71.0052
135,2020,12,G4,Allegiant Air,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",26,8,1.18,0,6.06,0,0.76,0,0,1060,31,0,980,0,49,19,US,BWI,Baltimore/Washington International Airport,39.1753,-76.6683
136,2020,12,G4,Allegiant Air,"Denver, CO: Denver International",8,3,0.11,0,2.16,0,0.74,4,0,84,2,0,54,0,28,9,US,DEN,Denver International Airport,39.8617,-104.673
137,2020,12,G4,Allegiant Air,"Newark, NJ: Newark Liberty International",32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,21,US,EWR,Newark Liberty International Airport,40.6925,-74.1686
138,2020,12,G4,Allegiant Air,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",199,56,11.35,0.98,21.87,0,21.79,1,0,2500,408,191,750,0,1151,2,US,FLL,Fort Lauderdale-Hollywood International Airport,26.0726,-80.1527
139,2020,12,G4,Allegiant Air,"Las Vegas, NV: McCarran International",549,63,22.77,6.75,12.77,0.28,20.44,16,0,4382,1788,204,1166,5,1219,7,US,LAS,Harry Reid International Airport,36.0801,-115.152
140,2020,12,G4,Allegiant Air,"Los Angeles, CA: Los Angeles International",90,13,2.2,0,6.05,0,4.75,7,1,1842,1092,0,264,0,486,6,US,LAX,Los Angeles International Airport,33.9425,-118.408
141,2020,12,HA,Hawaiian Airlines Inc.,"Boston, MA: Logan International",4,1,1,0,0,0,0,0,0,18,18,0,0,0,0,13,US,BOS,Logan International Airport,42.3643,-71.0052
142,2020,12,HA,Hawaiian Airlines Inc.,"New York, NY: John F. Kennedy International",8,3,3,0,0,0,0,0,0,164,164,0,0,0,0,22,US,JFK,John F. Kennedy International Airport,40.6397,-73.7789
143,2020,12,HA,Hawaiian Airlines Inc.,"Las Vegas, NV: McCarran International",38,1,1,0,0,0,0,0,0,32,32,0,0,0,0,7,US,LAS,Harry Reid International Airport,36.0801,-115.152
144,2020,12,HA,Hawaiian Airlines Inc.,"Los Angeles, CA: Los Angeles International",82,15,14,0,0,0,1,0,0,582,547,0,0,0,35,6,US,LAX,Los Angeles International Airport,33.9425,-118.408
145,2020,12,HA,Hawaiian Airlines Inc.,"Phoenix, AZ: Phoenix Sky Harbor International",22,2,2,0,0,0,0,0,1,144,144,0,0,0,0,12,US,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012
146,2020,12,HA,Hawaiian Airlines Inc.,"San Diego, CA: San Diego International",40,12,12,0,0,0,0,0,0,608,608,0,0,0,0,15,US,SAN,San Diego International Airport,32.7336,-117.19
147,2020,12,HA,Hawaiian Airlines Inc.,"Seattle, WA: Seattle/Tacoma International",54,9,9,0,0,0,0,0,0,274,274,0,0,0,0,16,US,SEA,Seattle-Tacoma International Airport,47.449,-122.309
148,2020,12,HA,Hawaiian Airlines Inc.,"San Francisco, CA: San Francisco International",39,9,9,0,0,0,0,0,0,433,433,0,0,0,0,17,US,SFO,San Francisco International Airport,37.619,-122.375
149,2020,12,MQ,Envoy Air,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",23,1,1,0,0,0,0,0,0,34,34,0,0,0,0,19,US,BWI,Baltimore/Washington International Airport,39.1753,-76.6683
150,2020,12,MQ,Envoy Air,"Washington, DC: Ronald Reagan Washington National",14,1,0.01,0,0,0,0.99,0,0,169,2,0,0,0,167,24,US,DCA,Ronald Reagan Washington National Airport,38.8522,-77.0378
151,2020,12,MQ,Envoy Air,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",6103,1229,172.87,43.91,761.79,6.28,244.16,75,10,62438,12254,4917,26876,208,18183,8,US,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038
152,2020,12,MQ,Envoy Air,"Detroit, MI: Detroit Metro Wayne County",4,1,0,0,1,0,0,0,0,20,0,0,20,0,0,20,US,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533
153,2020,12,MQ,Envoy Air,"Newark, NJ: Newark Liberty International",14,2,0,0.05,0.41,0,1.53,0,0,215,0,2,16,0,197,21,US,EWR,Newark Liberty International Airport,40.6925,-74.1686
154,2020,12,MQ,Envoy Air,"Houston, TX: George Bush Intercontinental/Houston",33,4,0,0.13,2.87,0,1,0,0,238,0,10,147,0,81,14,US,IAH,George Bush Intercontinental Airport,29.9844,-95.3414
155,2020,12,MQ,Envoy Air,"Miami, FL: Miami International",246,25,9.05,1.48,11.56,0,2.91,1,0,1216,746,63,307,0,100,3,US,MIA,Miami International Airport,25.7932,-80.2906
156,2020,12,MQ,Envoy Air,"Minneapolis, MN: Minneapolis-St Paul International",97,14,5.84,2.34,3.47,0,2.35,3,0,531,278,65,95,0,93,5,US,MSP,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),44.882,-93.2218
157,2020,12,MQ,Envoy Air,"Chicago, IL: Chicago O'Hare International",2051,224,46.49,23.55,98.99,0.04,54.93,19,1,18798,5201,4310,3843,2,5442,18,US,ORD,Chicago O'Hare International Airport,41.9786,-87.9047
158,2020,12,MQ,Envoy Air,"Phoenix, AZ: Phoenix Sky Harbor International",12,4,0.06,0.24,1.95,0,1.75,0,0,178,1,27,36,0,114,12,US,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012
159,2020,12,NK,Spirit Air Lines,"Atlanta, GA: Hartsfield-Jackson Atlanta International",624,96,22.07,1.8,56.2,0.24,15.69,5,0,5400,996,66,3146,4,1188,1,US,ATL,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281
160,2020,12,NK,Spirit Air Lines,"Boston, MA: Logan International",250,35,7.14,1,22.59,0,4.28,8,0,1887,455,20,1223,0,189,13,US,BOS,Logan International Airport,42.3643,-71.0052
161,2020,12,NK,Spirit Air Lines,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",357,49,15,0,28.42,0,5.57,14,0,2135,990,0,962,0,183,19,US,BWI,Baltimore/Washington International Airport,39.1753,-76.6683
162,2020,12,NK,Spirit Air Lines,"Charlotte, NC: Charlotte Douglas International",49,9,4.15,0,2.17,0,2.67,0,0,450,185,0,132,0,133,10,US,CLT,Charlotte Douglas International Airport,35.214,-80.9431
163,2020,12,NK,Spirit Air Lines,"Denver, CO: Denver International",153,32,7.11,0,17.03,0,7.87,0,0,1157,320,0,577,0,260,9,US,DEN,Denver International Airport,39.8617,-104.673
164,2020,12,NK,Spirit Air Lines,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",451,64,15.99,0.68,32.35,0.17,14.81,3,2,3500,965,33,1709,9,784,8,US,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038
165,2020,12,NK,Spirit Air Lines,"Detroit, MI: Detroit Metro Wayne County",625,113,26.67,0.47,67.63,1,17.24,6,0,7778,1951,21,4103,22,1681,20,US,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533
166,2020,12,NK,Spirit Air Lines,"Newark, NJ: Newark Liberty International",565,72,19.73,1.79,34.38,2.1,14,8,4,4158,1053,136,1616,34,1319,21,US,EWR,Newark Liberty International Airport,40.6925,-74.1686
167,2020,12,NK,Spirit Air Lines,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1592,237,51.29,4.93,118.73,5.78,56.27,15,4,14817,3327,317,6402,191,4580,2,US,FLL,Fort Lauderdale-Hollywood International Airport,26.0726,-80.1527
168,2020,12,NK,Spirit Air Lines,"Houston, TX: George Bush Intercontinental/Houston",430,79,22.85,0.97,38.92,1.14,15.12,3,0,3493,854,38,1513,41,1047,14,US,IAH,George Bush Intercontinental Airport,29.9844,-95.3414
169,2020,12,NK,Spirit Air Lines,"Las Vegas, NV: McCarran International",1070,120,29.95,3.58,62.63,1.74,22.1,7,0,7415,1525,1623,2811,49,1407,7,US,LAS,Harry Reid International Airport,36.0801,-115.152
170,2020,12,NK,Spirit Air Lines,"Los Angeles, CA: Los Angeles International",552,108,26.47,0.88,59.95,1.15,19.54,8,0,4974,1598,45,2162,26,1143,6,US,LAX,Los Angeles International Airport,33.9425,-118.408
171,2020,12,NK,Spirit Air Lines,"New York, NY: LaGuardia",238,45,11.82,0,27.39,1,4.79,6,1,2020,537,0,816,47,620,23,US,LGA,LaGuardia Airport,40.775,-73.875
172,2020,12,NK,Spirit Air Lines,"Orlando, FL: Orlando International",1310,207,47.76,3.3,112.21,4.69,39.04,10,3,9386,2403,227,4503,134,2119,4,US,MCO,Orlando International Airport,28.4294,-81.309
173,2020,12,NK,Spirit Air Lines,"Minneapolis, MN: Minneapolis-St Paul International",108,19,4.18,0.73,11.31,0,2.77,1,0,1157,467,22,520,0,148,5,US,MSP,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),44.882,-93.2218
174,2020,12,NK,Spirit Air Lines,"Chicago, IL: Chicago O'Hare International",501,92,9.28,4.43,68.72,0.78,8.79,2,0,5119,410,395,3695,18,601,18,US,ORD,Chicago O'Hare International Airport,41.9786,-87.9047
175,2020,12,NK,Spirit Air Lines,"Philadelphia, PA: Philadelphia International",263,46,12.25,0,22.61,2.58,8.56,1,1,1943,453,0,947,55,488,11,US,PHL,Philadelphia International Airport,39.8719,-75.2411
176,2020,12,NK,Spirit Air Lines,"Phoenix, AZ: Phoenix Sky Harbor International",67,12,3.21,0,8.01,0,0.77,0,0,655,132,0,499,0,24,12,US,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012
177,2020,12,NK,Spirit Air Lines,"San Diego, CA: San Diego International",69,10,4.51,0,4.62,0,0.87,0,0,214,95,0,106,0,13,15,US,SAN,San Diego International Airport,32.7336,-117.19
178,2020,12,NK,Spirit Air Lines,"Seattle, WA: Seattle/Tacoma International",43,10,0.37,0,8,0.7,0.93,0,0,256,10,0,199,19,28,16,US,SEA,Seattle-Tacoma International Airport,47.449,-122.309
179,2020,12,OH,PSA Airlines Inc.,"Atlanta, GA: Hartsfield-Jackson Atlanta International",60,8,5.74,0.53,0.59,0.94,0.2,0,0,244,183,10,13,31,7,1,US,ATL,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281
180,2020,12,OH,PSA Airlines Inc.,"Charlotte, NC: Charlotte Douglas International",5890,524,145.67,16.1,200.67,2.52,159.04,26,5,38369,14605,2930,5823,127,14884,10,US,CLT,Charlotte Douglas International Airport,35.214,-80.9431
181,2020,12,OH,PSA Airlines Inc.,"Washington, DC: Ronald Reagan Washington National",79,1,0,0,0,0,1,1,0,318,0,0,0,0,318,24,US,DCA,Ronald Reagan Washington National Airport,38.8522,-77.0378
182,2020,12,OH,PSA Airlines Inc.,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",177,26,4.01,1,12.48,0,8.51,0,2,2113,377,130,577,0,1029,8,US,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038
183,2020,12,OH,PSA Airlines Inc.,"Detroit, MI: Detroit Metro Wayne County",125,6,3.65,0.99,0.06,0.38,0.93,0,0,1530,260,1023,14,11,222,20,US,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533
184,2020,12,OH,PSA Airlines Inc.,"Newark, NJ: Newark Liberty International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,US,EWR,Newark Liberty International Airport,40.6925,-74.1686
185,2020,12,OH,PSA Airlines Inc.,"Houston, TX: George Bush Intercontinental/Houston",2,1,0,1,0,0,0,0,0,32,0,32,0,0,0,14,US,IAH,George Bush Intercontinental Airport,29.9844,-95.3414
186,2020,12,OH,PSA Airlines Inc.,"Philadelphia, PA: Philadelphia International",1001,102,34.62,0.16,42.94,0.05,24.23,10,1,8318,3800,8,1234,19,3257,11,US,PHL,Philadelphia International Airport,39.8719,-75.2411
187,2020,12,OO,SkyWest Airlines Inc.,"Atlanta, GA: Hartsfield-Jackson Atlanta International",102,10,6,3,1,0,0,2,0,321,130,105,86,0,0,1,US,ATL,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281
188,2020,12,OO,SkyWest Airlines Inc.,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",27,4,3,0,0,0,1,0,0,275,202,0,0,0,73,19,US,BWI,Baltimore/Washington International Airport,39.1753,-76.6683
189,2020,12,YX,Republic Airline,"Minneapolis, MN: Minneapolis-St Paul International",138,21,10.45,1,6.55,0,3,3,0,1488,484,673,131,0,200,5,US,MSP,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),44.882,-93.2218
190,2020,12,YX,Republic Airline,"Chicago, IL: Chicago O'Hare International",2130,154,54.43,8.12,67.8,2,21.65,47,1,9610,3937,493,3176,47,1957,18,US,ORD,Chicago O'Hare International Airport,41.9786,-87.9047
191,2020,12,YX,Republic Airline,"Philadelphia, PA: Philadelphia International",1304,135,28.23,2.11,67.15,0.03,37.47,15,1,6971,1978,103,2153,7,2730,11,US,PHL,Philadelphia International Airport,39.8719,-75.2411
192,2020,12,YX,Republic Airline,"Salt Lake City, UT: Salt Lake City International",13,1,0,0,1,0,0,1,0,30,0,0,30,0,0,0,US,SLC,Salt Lake City International Airport,40.7884,-111.978
193,2020,12,OO,SkyWest Airlines Inc.,"Charlotte, NC: Charlotte Douglas International",99,13,11,1,0,0,1,2,0,1545,1490,35,0,0,20,10,US,CLT,Charlotte Douglas International Airport,35.214,-80.9431
194,2020,12,OO,SkyWest Airlines Inc.,"Washington, DC: Ronald Reagan Washington National",53,2,0,0,1,0,1,1,0,32,0,0,16,0,16,24,US,DCA,Ronald Reagan Washington National Airport,38.8522,-77.0378
195,2020,12,OO,SkyWest Airlines Inc.,"Denver, CO: Denver International",5707,1075,697,63,187,2,126,64,1,85575,55215,9357,12411,48,8544,9,US,DEN,Denver International Airport,39.8617,-104.673
196,2020,12,OO,SkyWest Airlines Inc.,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1800,381,186,22,12,5,156,20,4,35555,15376,1868,1809,220,16282,8,US,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038
197,2020,12,OO,SkyWest Airlines Inc.,"Detroit, MI: Detroit Metro Wayne County",1709,264,196,59,3,1,5,12,1,28479,18785,8267,1106,37,284,20,US,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533
198,2020,12,OO,SkyWest Airlines Inc.,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,US,FLL,Fort Lauderdale-Hollywood International Airport,26.0726,-80.1527
199,2020,12,OO,SkyWest Airlines Inc.,"Houston, TX: George Bush Intercontinental/Houston",1773,227,148,20,15,0,44,10,3,13886,8402,1791,1157,0,2536,14,US,IAH,George Bush Intercontinental Airport,29.9844,-95.3414
200,2020,12,OO,SkyWest Airlines Inc.,"Las Vegas, NV: McCarran International",379,22,16,4,0,0,2,0,0,894,600,161,0,0,133,7,US,LAS,Harry Reid International Airport,36.0801,-115.152
201,2020,12,OO,SkyWest Airlines Inc.,"Los Angeles, CA: Los Angeles International",2797,210,130,28,7,0,45,12,1,16452,9112,2790,719,0,3831,6,US,LAX,Los Angeles International Airport,33.9425,-118.408
202,2020,12,OO,SkyWest Airlines Inc.,"Minneapolis, MN: Minneapolis-St Paul International",2351,259,202,54,0,1,2,65,1,31111,20968,10048,0,22,73,5,US,MSP,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),44.882,-93.2218
203,2020,12,OO,SkyWest Airlines Inc.,"Chicago, IL: Chicago O'Hare International",2671,265,154,31,29,0,51,48,2,24913,12690,4579,3078,0,4566,18,US,ORD,Chicago O'Hare International Airport,41.9786,-87.9047
204,2020,12,OO,SkyWest Airlines Inc.,"Phoenix, AZ: Phoenix Sky Harbor International",1747,198,130,9,2,4,53,9,1,21417,11872,765,45,254,8481,12,US,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012
205,2020,12,OO,SkyWest Airlines Inc.,"San Diego, CA: San Diego International",512,39,24,1,1,0,13,2,2,1896,1049,15,16,0,816,15,US,SAN,San Diego International Airport,32.7336,-117.19
206,2020,12,OO,SkyWest Airlines Inc.,"Seattle, WA: Seattle/Tacoma International",1883,160,109,35,3,0,13,16,10,10028,4687,4435,258,0,648,16,US,SEA,Seattle-Tacoma International Airport,47.449,-122.309
207,2020,12,OO,SkyWest Airlines Inc.,"San Francisco, CA: San Francisco International",2667,195,125,26,8,0,36,14,5,15447,9334,2294,1355,0,2464,17,US,SFO,San Francisco International Airport,37.619,-122.375
208,2020,12,OO,SkyWest Airlines Inc.,"Salt Lake City, UT: Salt Lake City International",4062,411,316,77,2,0,16,10,0,36490,26348,8651,331,0,1160,0,US,SLC,Salt Lake City International Airport,40.7884,-111.978
209,2020,12,UA,United Air Lines Inc.,"Atlanta, GA: Hartsfield-Jackson Atlanta International",164,24,10.31,0,9.07,0,4.62,1,0,1097,537,0,302,0,258,1,US,ATL,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281
210,2020,12,UA,United Air Lines Inc.,"Boston, MA: Logan International",538,52,18.53,3.78,19.79,0,9.89,30,0,2983,812,672,632,0,867,13,US,BOS,Logan International Airport,42.3643,-71.0052
211,2020,12,UA,United Air Lines Inc.,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",96,14,6.54,0.98,3.63,0,2.84,0,0,753,360,117,84,0,192,19,US,BWI,Baltimore/Washington International Airport,39.1753,-76.6683
212,2020,12,UA,United Air Lines Inc.,"Charlotte, NC: Charlotte Douglas International",47,8,3.71,1,0.34,0,2.94,1,0,397,136,72,20,0,169,10,US,CLT,Charlotte Douglas International Airport,35.214,-80.9431
213,2020,12,UA,United Air Lines Inc.,"Washington, DC: Ronald Reagan Washington National",53,4,0.69,0,3.31,0,0,0,0,93,11,0,82,0,0,24,US,DCA,Ronald Reagan Washington National Airport,38.8522,-77.0378
214,2020,12,UA,United Air Lines Inc.,"Denver, CO: Denver International",4195,531,127.9,8.12,305.32,0.96,88.7,45,2,31066,11998,364,11346,118,7240,9,US,DEN,Denver International Airport,39.8617,-104.673
215,2020,12,UA,United Air Lines Inc.,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",151,28,8.75,2.2,11.26,0,5.79,0,0,1594,620,91,457,0,426,8,US,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038
216,2020,12,UA,United Air Lines Inc.,"Detroit, MI: Detroit Metro Wayne County",12,1,1,0,0,0,0,0,0,51,51,0,0,0,0,20,US,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533
217,2020,12,UA,United Air Lines Inc.,"Newark, NJ: Newark Liberty International",2108,231,83.55,9.36,95.02,0,43.07,54,1,11994,5048,802,3086,0,3058,21,US,EWR,Newark Liberty International Airport,40.6925,-74.1686
218,2020,12,UA,United Air Lines Inc.,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",598,66,25.12,4,27.78,0,9.1,8,0,3361,1305,136,865,0,1055,2,US,FLL,Fort Lauderdale-Hollywood International Airport,26.0726,-80.1527
219,2020,12,UA,United Air Lines Inc.,"Houston, TX: George Bush Intercontinental/Houston",2561,259,69.87,5.98,130.92,0,52.23,6,2,10369,2815,237,3826,0,3491,14,US,IAH,George Bush Intercontinental Airport,29.9844,-95.3414
220,2020,12,UA,United Air Lines Inc.,"Las Vegas, NV: McCarran International",538,43,19.44,1.24,10.02,0,12.3,5,0,3353,1455,105,321,0,1472,7,US,LAS,Harry Reid International Airport,36.0801,-115.152
221,2020,12,UA,United Air Lines Inc.,"Los Angeles, CA: Los Angeles International",981,95,49.17,3.8,24.17,0,17.86,3,2,6091,3290,401,876,0,1524,6,US,LAX,Los Angeles International Airport,33.9425,-118.408
222,2020,12,UA,United Air Lines Inc.,"New York, NY: LaGuardia",313,25,5.42,0.68,7.67,0,11.22,12,1,1853,266,26,283,0,1278,23,US,LGA,LaGuardia Airport,40.775,-73.875
223,2020,12,UA,United Air Lines Inc.,"Orlando, FL: Orlando International",751,92,36.56,4.03,37.09,0,14.32,5,0,6262,3390,258,1072,0,1542,4,US,MCO,Orlando International Airport,28.4294,-81.309
224,2020,12,UA,United Air Lines Inc.,"Miami, FL: Miami International",356,49,18.34,2.68,20.28,0,7.7,3,1,2266,890,114,650,0,612,3,US,MIA,Miami International Airport,25.7932,-80.2906
225,2020,12,UA,United Air Lines Inc.,"Minneapolis, MN: Minneapolis-St Paul International",129,16,6.64,1.24,1.76,0,6.37,5,0,978,433,124,49,0,372,5,US,MSP,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),44.882,-93.2218
226,2020,12,UA,United Air Lines Inc.,"Chicago, IL: Chicago O'Hare International",2611,229,73.42,7.01,113.3,0,35.27,26,2,13224,4748,550,3789,0,4137,18,US,ORD,Chicago O'Hare International Airport,41.9786,-87.9047
227,2020,12,UA,United Air Lines Inc.,"Philadelphia, PA: Philadelphia International",97,17,6.21,1.15,4.92,0,4.73,2,0,1185,376,100,215,0,494,11,US,PHL,Philadelphia International Airport,39.8719,-75.2411
228,2020,12,UA,United Air Lines Inc.,"Phoenix, AZ: Phoenix Sky Harbor International",433,34,12.14,2.96,11.97,0,6.93,1,0,2004,721,53,372,0,858,12,US,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012
229,2020,12,UA,United Air Lines Inc.,"San Diego, CA: San Diego International",477,45,14.75,1,18.89,0,10.36,7,1,1935,787,15,577,0,556,15,US,SAN,San Diego International Airport,32.7336,-117.19
230,2020,12,UA,United Air Lines Inc.,"Seattle, WA: Seattle/Tacoma International",363,26,13.36,1.02,5.2,0,6.41,2,1,1161,456,75,159,0,471,16,US,SEA,Seattle-Tacoma International Airport,47.449,-122.309
231,2020,12,UA,United Air Lines Inc.,"San Francisco, CA: San Francisco International",1676,97,40.08,3.75,27.38,0,25.8,28,2,6454,3142,262,996,0,2054,17,US,SFO,San Francisco International Airport,37.619,-122.375
232,2020,12,UA,United Air Lines Inc.,"Salt Lake City, UT: Salt Lake City International",118,14,4.32,2,5.68,0,2,0,0,870,100,170,103,0,497,0,US,SLC,Salt Lake City International Airport,40.7884,-111.978
233,2020,12,WN,Southwest Airlines Co.,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2072,212,95.74,1.88,41.93,1.52,70.94,12,0,8506,4142,100,1302,55,2907,1,US,ATL,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281
234,2020,12,WN,Southwest Airlines Co.,"Boston, MA: Logan International",269,32,18.23,0,5.48,0,8.29,10,0,1328,619,0,186,0,523,13,US,BOS,Logan International Airport,42.3643,-71.0052
235,2020,12,WN,Southwest Airlines Co.,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",3890,320,106.42,1.16,104.09,0.54,107.78,83,11,11161,3724,222,3092,14,4109,19,US,BWI,Baltimore/Washington International Airport,39.1753,-76.6683
236,2020,12,WN,Southwest Airlines Co.,"Charlotte, NC: Charlotte Douglas International",172,22,12.65,0.78,5.12,0,3.45,0,0,957,577,18,126,0,236,10,US,CLT,Charlotte Douglas International Airport,35.214,-80.9431
237,2020,12,WN,Southwest Airlines Co.,"Washington, DC: Ronald Reagan Washington National",290,25,9.68,0,8.33,0,6.99,9,1,1136,411,0,289,0,436,24,US,DCA,Ronald Reagan Washington National Airport,38.8522,-77.0378
238,2020,12,WN,Southwest Airlines Co.,"Denver, CO: Denver International",5056,746,201.78,9.54,367.74,5.46,161.48,41,2,27897,7565,456,13277,144,6455,9,US,DEN,Denver International Airport,39.8617,-104.673
239,2020,12,WN,Southwest Airlines Co.,"Detroit, MI: Detroit Metro Wayne County",272,30,17.64,0,3.05,0,9.31,5,0,954,498,0,84,0,372,20,US,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533
