id,year,month,carrier,carrier_name,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,id-2,country_code,iata,airport,latitude,longitude
240,2020,12,WN,Southwest Airlines Co.,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1013,100,46.51,0,21.27,0.83,31.39,6,1,4253,1550,0,813,25,1865,2,US,FLL,Fort Lauderdale-Hollywood International Airport,26.0726,-80.1527
241,2020,12,WN,Southwest Airlines Co.,"Las Vegas, NV: McCarran International",3252,240,99.51,2.84,48.87,0,88.77,13,0,8832,4070,153,1322,0,3287,7,US,LAS,Harry Reid International Airport,36.0801,-115.152
242,2020,12,WN,Southwest Airlines Co.,"Los Angeles, CA: Los Angeles International",1207,89,42.45,1.39,15.57,0,29.6,2,1,3743,1908,70,455,0,1310,6,US,LAX,Los Angeles International Airport,33.9425,-118.408
243,2020,12,WN,Southwest Airlines Co.,"New York, NY: LaGuardia",329,18,9.23,0,3.77,0,4.99,6,3,825,483,0,115,0,227,23,US,LGA,LaGuardia Airport,40.775,-73.875
244,2020,12,WN,Southwest Airlines Co.,"Orlando, FL: Orlando International",2399,260,112.73,0.96,57.75,1.72,86.83,20,0,11085,4894,32,2395,39,3725,4,US,MCO,Orlando International Airport,28.4294,-81.309
245,2020,12,WN,Southwest Airlines Co.,"Miami, FL: Miami International",310,25,13.11,0,8.66,0,3.24,0,0,1071,607,0,288,0,176,3,US,MIA,Miami International Airport,25.7932,-80.2906
246,2020,12,WN,Southwest Airlines Co.,"Minneapolis, MN: Minneapolis-St Paul International",242,22,11.51,0.29,2.62,0,7.59,11,0,1052,541,8,91,0,412,5,US,MSP,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),44.882,-93.2218
247,2020,12,WN,Southwest Airlines Co.,"Philadelphia, PA: Philadelphia International",277,47,22.69,1,7.59,0.41,15.31,6,0,1474,636,15,171,24,628,11,US,PHL,Philadelphia International Airport,39.8719,-75.2411
248,2020,12,WN,Southwest Airlines Co.,"Phoenix, AZ: Phoenix Sky Harbor International",3384,281,104.49,3.6,77.06,2,93.85,13,1,9624,3566,433,1987,59,3579,12,US,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012
249,2020,12,WN,Southwest Airlines Co.,"San Diego, CA: San Diego International",1140,89,40.99,1.66,19.82,0,26.53,2,0,3251,1606,50,561,0,1034,15,US,SAN,San Diego International Airport,32.7336,-117.19
250,2020,12,WN,Southwest Airlines Co.,"Seattle, WA: Seattle/Tacoma International",402,52,29.02,0,7.5,0,15.48,0,1,1747,1006,0,209,0,532,16,US,SEA,Seattle-Tacoma International Airport,47.449,-122.309
251,2020,12,WN,Southwest Airlines Co.,"San Francisco, CA: San Francisco International",382,22,6.77,0,2.52,0,12.71,1,0,904,205,0,60,0,639,17,US,SFO,San Francisco International Airport,37.619,-122.375
252,2020,12,WN,Southwest Airlines Co.,"Salt Lake City, UT: Salt Lake City International",466,83,35.52,1.95,20.71,0,24.81,2,0,2656,957,74,595,0,1030,0,US,SLC,Salt Lake City International Airport,40.7884,-111.978
253,2020,12,YV,Mesa Airlines Inc.,"Atlanta, GA: Hartsfield-Jackson Atlanta International",43,9,2,1,6,0,0,1,0,362,35,20,307,0,0,1,US,ATL,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281
254,2020,12,YV,Mesa Airlines Inc.,"Boston, MA: Logan International",8,3,0,0,2,1,0,1,0,128,0,0,104,24,0,13,US,BOS,Logan International Airport,42.3643,-71.0052
255,2020,12,YV,Mesa Airlines Inc.,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",31,3,1,1,1,0,0,1,0,168,112,32,24,0,0,19,US,BWI,Baltimore/Washington International Airport,39.1753,-76.6683
256,2020,12,YV,Mesa Airlines Inc.,"Charlotte, NC: Charlotte Douglas International",86,8,5,0,3,0,0,1,0,408,193,0,215,0,0,10,US,CLT,Charlotte Douglas International Airport,35.214,-80.9431
257,2020,12,YV,Mesa Airlines Inc.,"Washington, DC: Ronald Reagan Washington National",46,4,4,0,0,0,0,2,0,169,169,0,0,0,0,24,US,DCA,Ronald Reagan Washington National Airport,38.8522,-77.0378
258,2020,12,YV,Mesa Airlines Inc.,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2153,503,80.21,8.81,234.36,1.29,178.32,50,8,32219,5892,886,10274,63,15104,8,US,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038
259,2020,12,YV,Mesa Airlines Inc.,"Detroit, MI: Detroit Metro Wayne County",85,3,1,0,2,0,0,1,0,78,34,0,44,0,0,20,US,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533
260,2020,12,YV,Mesa Airlines Inc.,"Houston, TX: George Bush Intercontinental/Houston",2101,225,66.07,9.08,135.25,0,14.6,14,8,13536,6084,962,5543,0,947,14,US,IAH,George Bush Intercontinental Airport,29.9844,-95.3414
261,2020,12,YV,Mesa Airlines Inc.,"New York, NY: LaGuardia",111,9,3,0,6,0,0,4,1,410,244,0,166,0,0,23,US,LGA,LaGuardia Airport,40.775,-73.875
262,2020,12,YV,Mesa Airlines Inc.,"Minneapolis, MN: Minneapolis-St Paul International",62,6,3,1,2,0,0,3,0,245,128,38,79,0,0,5,US,MSP,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),44.882,-93.2218
263,2020,12,YV,Mesa Airlines Inc.,"Philadelphia, PA: Philadelphia International",61,4,2,0,2,0,0,2,0,117,73,0,44,0,0,11,US,PHL,Philadelphia International Airport,39.8719,-75.2411
264,2020,12,YV,Mesa Airlines Inc.,"Phoenix, AZ: Phoenix Sky Harbor International",923,123,33.01,1.83,52.22,1,34.94,12,1,10311,3684,213,2476,15,3923,12,US,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012
265,2020,12,YV,Mesa Airlines Inc.,"San Diego, CA: San Diego International",13,1,0,0,1,0,0,0,0,51,0,0,51,0,0,15,US,SAN,San Diego International Airport,32.7336,-117.19
266,2020,12,YV,Mesa Airlines Inc.,"Salt Lake City, UT: Salt Lake City International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,US,SLC,Salt Lake City International Airport,40.7884,-111.978
267,2020,12,YX,Republic Airline,"Atlanta, GA: Hartsfield-Jackson Atlanta International",931,77,33.37,2.64,29.7,0,11.29,3,0,4352,2841,137,856,0,518,1,US,ATL,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281
268,2020,12,YX,Republic Airline,"Boston, MA: Logan International",494,49,17.72,5.04,18.68,0,7.57,17,0,2674,1040,290,800,0,544,13,US,BOS,Logan International Airport,42.3643,-71.0052
269,2020,12,YX,Republic Airline,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",34,1,0,0,0,0,1,2,0,16,0,0,0,0,16,19,US,BWI,Baltimore/Washington International Airport,39.1753,-76.6683
270,2020,12,YX,Republic Airline,"Charlotte, NC: Charlotte Douglas International",1859,177,43.06,6.61,80.43,0.95,45.96,14,2,9761,2914,379,2320,18,4130,10,US,CLT,Charlotte Douglas International Airport,35.214,-80.9431
271,2020,12,YX,Republic Airline,"Washington, DC: Ronald Reagan Washington National",493,31,13.7,1.21,8.79,0,7.3,6,0,2062,1024,254,360,0,424,24,US,DCA,Ronald Reagan Washington National Airport,38.8522,-77.0378
272,2020,12,YX,Republic Airline,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",101,26,8.69,1,14.04,0,2.27,2,1,927,372,17,422,0,116,8,US,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038
273,2020,12,YX,Republic Airline,"Detroit, MI: Detroit Metro Wayne County",1060,118,52.85,3.13,49.96,0,12.07,4,0,7482,5023,239,1587,0,633,20,US,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533
274,2020,12,YX,Republic Airline,"Newark, NJ: Newark Liberty International",928,84,26.64,2.17,28.68,0,26.51,34,0,5970,2800,66,1037,0,2067,21,US,EWR,Newark Liberty International Airport,40.6925,-74.1686
275,2020,12,YX,Republic Airline,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2,1,0,0,1,0,0,0,0,35,0,0,35,0,0,2,US,FLL,Fort Lauderdale-Hollywood International Airport,26.0726,-80.1527
276,2020,12,YX,Republic Airline,"Houston, TX: George Bush Intercontinental/Houston",107,13,3.48,0,9.14,0,0.38,0,0,393,149,0,212,0,32,14,US,IAH,George Bush Intercontinental Airport,29.9844,-95.3414
277,2020,12,YX,Republic Airline,"New York, NY: John F. Kennedy International",367,38,25.06,0.47,9.53,0,2.94,14,0,2513,1483,48,425,0,557,22,US,JFK,John F. Kennedy International Airport,40.6397,-73.7789
278,2020,12,YX,Republic Airline,"New York, NY: LaGuardia",1001,83,36.61,2.85,31.11,1,11.43,27,3,7268,4164,190,2172,18,724,23,US,LGA,LaGuardia Airport,40.775,-73.875
279,2020,12,YX,Republic Airline,"Orlando, FL: Orlando International",12,1,0,0,0,0,1,0,0,39,0,0,0,0,39,4,US,MCO,Orlando International Airport,28.4294,-81.309
280,2020,12,YX,Republic Airline,"Miami, FL: Miami International",1085,95,31.63,3.65,42.56,1,16.16,2,0,4734,1815,286,1431,21,1181,3,US,MIA,Miami International Airport,25.7932,-80.2906
281,2019,12,EV,ExpressJet Airlines LLC,"Charlotte, NC: Charlotte Douglas International",93,31,9.16,0,13.12,0,8.72,1,0,1708,786,0,324,0,598,10,US,CLT,Charlotte Douglas International Airport,35.214,-80.9431
282,2019,12,EV,ExpressJet Airlines LLC,"Washington, DC: Ronald Reagan Washington National",289,78,20.95,1.04,28.29,0,27.72,9,3,8368,2311,20,3099,0,2938,24,US,DCA,Ronald Reagan Washington National Airport,38.8522,-77.0378
283,2019,12,EV,ExpressJet Airlines LLC,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",6,1,0.82,0,0.18,0,0,0,0,142,116,0,26,0,0,8,US,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038
284,2019,12,EV,ExpressJet Airlines LLC,"Detroit, MI: Detroit Metro Wayne County",77,18,5.05,1.83,6.58,0,4.55,0,1,955,249,159,260,0,287,20,US,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533
285,2019,12,EV,ExpressJet Airlines LLC,"Newark, NJ: Newark Liberty International",1424,624,76.69,3.23,373.52,0,170.56,84,4,71703,12093,465,42011,0,17134,21,US,EWR,Newark Liberty International Airport,40.6925,-74.1686
286,2019,12,EV,ExpressJet Airlines LLC,"Houston, TX: George Bush Intercontinental/Houston",2638,400,68.58,6.5,163.34,0,161.58,12,10,37886,11707,908,11553,0,13718,14,US,IAH,George Bush Intercontinental Airport,29.9844,-95.3414
287,2019,12,EV,ExpressJet Airlines LLC,"New York, NY: LaGuardia",160,39,5.56,0,20.74,0,12.71,7,1,3461,606,0,1954,0,901,23,US,LGA,LaGuardia Airport,40.775,-73.875
288,2019,12,EV,ExpressJet Airlines LLC,"Minneapolis, MN: Minneapolis-St Paul International",48,9,4.23,0,3.69,0,1.09,0,0,678,440,0,167,0,71,5,US,MSP,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),44.882,-93.2218
289,2019,12,EV,ExpressJet Airlines LLC,"Chicago, IL: Chicago O'Hare International",1336,297,58.77,6.97,102.91,0,128.35,14,3,32446,12113,2303,7653,0,10377,18,US,ORD,Chicago O'Hare International Airport,41.9786,-87.9047
290,2019,12,EV,ExpressJet Airlines LLC,"Philadelphia, PA: Philadelphia International",3,1,0.06,0,0.77,0,0.16,0,0,97,6,0,75,0,16,11,US,PHL,Philadelphia International Airport,39.8719,-75.2411
291,2019,12,EV,ExpressJet Airlines LLC,"Salt Lake City, UT: Salt Lake City International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,US,SLC,Salt Lake City International Airport,40.7884,-111.978
292,2019,12,F9,Frontier Airlines Inc.,"Atlanta, GA: Hartsfield-Jackson Atlanta International",372,96,35.58,0.16,26.05,0,34.21,4,0,6410,2337,17,1078,0,2978,1,US,ATL,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281
293,2019,12,F9,Frontier Airlines Inc.,"Boston, MA: Logan International",59,15,3.6,0,7.31,0,4.09,0,0,1390,217,0,382,0,791,13,US,BOS,Logan International Airport,42.3643,-71.0052
294,2019,12,F9,Frontier Airlines Inc.,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",34,9,3.52,0,2.5,0,2.98,0,0,414,168,0,77,0,169,19,US,BWI,Baltimore/Washington International Airport,39.1753,-76.6683
295,2019,12,F9,Frontier Airlines Inc.,"Charlotte, NC: Charlotte Douglas International",127,45,19.16,0,5.82,0,20.02,0,0,3762,1510,0,301,0,1951,10,US,CLT,Charlotte Douglas International Airport,35.214,-80.9431
296,2019,12,F9,Frontier Airlines Inc.,"Washington, DC: Ronald Reagan Washington National",92,10,2.73,0.17,1.37,0,5.73,0,0,989,280,23,75,0,611,24,US,DCA,Ronald Reagan Washington National Airport,38.8522,-77.0378
297,2019,12,F9,Frontier Airlines Inc.,"Denver, CO: Denver International",1666,271,86.37,3.94,63.86,0,116.83,17,0,19434,5719,391,3103,0,10221,9,US,DEN,Denver International Airport,39.8617,-104.673
298,2019,12,F9,Frontier Airlines Inc.,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",88,15,6.28,0,5.35,0,3.37,1,0,1169,357,0,346,0,466,8,US,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038
299,2019,12,F9,Frontier Airlines Inc.,"Detroit, MI: Detroit Metro Wayne County",105,23,5.8,0.42,3.77,0,13.01,1,0,1766,284,41,202,0,1239,20,US,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533
300,2019,12,F9,Frontier Airlines Inc.,"Newark, NJ: Newark Liberty International",243,89,19.25,0.35,50.11,0,19.3,1,0,5789,1200,9,2758,0,1822,21,US,EWR,Newark Liberty International Airport,40.6925,-74.1686
301,2019,12,F9,Frontier Airlines Inc.,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",100,30,6.96,1.42,8.54,0,13.08,2,2,2497,472,59,515,0,1451,2,US,FLL,Fort Lauderdale-Hollywood International Airport,26.0726,-80.1527
302,2019,12,F9,Frontier Airlines Inc.,"Houston, TX: George Bush Intercontinental/Houston",66,12,4.8,0.01,2.43,0,4.76,3,0,886,216,1,148,0,521,14,US,IAH,George Bush Intercontinental Airport,29.9844,-95.3414
303,2019,12,F9,Frontier Airlines Inc.,"Las Vegas, NV: McCarran International",1044,303,79.63,1.31,113.18,0,108.88,13,2,19602,5141,152,5984,0,8325,7,US,LAS,Harry Reid International Airport,36.0801,-115.152
304,2019,12,F9,Frontier Airlines Inc.,"Los Angeles, CA: Los Angeles International",102,24,4.66,0.48,12.49,0,6.38,0,0,1284,343,55,560,0,326,6,US,LAX,Los Angeles International Airport,33.9425,-118.408
305,2019,12,F9,Frontier Airlines Inc.,"New York, NY: LaGuardia",93,34,10.12,0,18.19,0,5.69,2,0,2677,577,0,1528,0,572,23,US,LGA,LaGuardia Airport,40.775,-73.875
306,2019,12,F9,Frontier Airlines Inc.,"Orlando, FL: Orlando International",1411,435,109.47,4.11,152.81,0,168.62,21,1,29541,8255,265,6565,0,14456,4,US,MCO,Orlando International Airport,28.4294,-81.309
307,2019,12,F9,Frontier Airlines Inc.,"Miami, FL: Miami International",357,100,31.77,0.48,23.12,0,44.62,4,3,6592,1807,30,1348,0,3407,3,US,MIA,Miami International Airport,25.7932,-80.2906
308,2019,12,F9,Frontier Airlines Inc.,"Minneapolis, MN: Minneapolis-St Paul International",109,18,7.36,0,4.42,0,6.22,0,0,992,417,0,147,0,428,5,US,MSP,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),44.882,-93.2218
309,2019,12,F9,Frontier Airlines Inc.,"Chicago, IL: Chicago O'Hare International",214,43,16.24,0,8.46,0,18.3,1,0,2077,555,0,332,0,1190,18,US,ORD,Chicago O'Hare International Airport,41.9786,-87.9047
310,2019,12,F9,Frontier Airlines Inc.,"Philadelphia, PA: Philadelphia International",529,136,31.35,1,40.88,0,62.77,9,0,11854,2696,22,2583,0,6553,11,US,PHL,Philadelphia International Airport,39.8719,-75.2411
311,2019,12,F9,Frontier Airlines Inc.,"Phoenix, AZ: Phoenix Sky Harbor International",420,72,24.92,0.52,25.15,0,21.41,2,1,4331,1881,22,850,0,1578,12,US,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012
312,2019,12,F9,Frontier Airlines Inc.,"San Diego, CA: San Diego International",147,34,8.58,0.52,13.16,0,11.74,2,0,1599,288,11,479,0,821,15,US,SAN,San Diego International Airport,32.7336,-117.19
313,2019,12,F9,Frontier Airlines Inc.,"Seattle, WA: Seattle/Tacoma International",33,6,0.78,0.08,3.38,0,1.76,0,0,401,35,19,114,0,233,16,US,SEA,Seattle-Tacoma International Airport,47.449,-122.309
314,2019,12,F9,Frontier Airlines Inc.,"San Francisco, CA: San Francisco International",124,59,7.4,0,42.85,0,8.74,4,1,4436,377,0,3176,0,883,17,US,SFO,San Francisco International Airport,37.619,-122.375
315,2019,12,F9,Frontier Airlines Inc.,"Salt Lake City, UT: Salt Lake City International",138,26,9.07,0,7.29,0,9.64,0,0,1543,523,0,348,0,672,0,US,SLC,Salt Lake City International Airport,40.7884,-111.978
316,2019,12,G4,Allegiant Air,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",31,5,2.53,0,2.3,0,0.17,0,0,328,227,0,63,0,38,19,US,BWI,Baltimore/Washington International Airport,39.1753,-76.6683
317,2019,12,G4,Allegiant Air,"Denver, CO: Denver International",8,6,0.84,0,4.29,0,0.88,0,0,224,51,0,94,0,79,9,US,DEN,Denver International Airport,39.8617,-104.673
318,2019,12,G4,Allegiant Air,"Newark, NJ: Newark Liberty International",58,6,2.97,0.32,2.71,0,0,0,0,219,95,19,105,0,0,21,US,EWR,Newark Liberty International Airport,40.6925,-74.1686
319,2019,12,G4,Allegiant Air,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",292,137,19.68,4.48,56.05,0.96,55.83,2,0,9542,2939,701,2152,21,3729,2,US,FLL,Fort Lauderdale-Hollywood International Airport,26.0726,-80.1527
320,2019,12,G4,Allegiant Air,"Las Vegas, NV: McCarran International",830,233,49.34,23.63,69.12,1.42,89.49,3,0,14063,3436,2376,3359,36,4856,7,US,LAS,Harry Reid International Airport,36.0801,-115.152
321,2019,12,G4,Allegiant Air,"Los Angeles, CA: Los Angeles International",107,33,2.33,2.1,15.71,0,12.86,0,0,1640,128,159,628,0,725,6,US,LAX,Los Angeles International Airport,33.9425,-118.408
322,2019,12,HA,Hawaiian Airlines Inc.,"Boston, MA: Logan International",22,7,6,1,0,0,0,0,0,267,245,22,0,0,0,13,US,BOS,Logan International Airport,42.3643,-71.0052
323,2019,12,HA,Hawaiian Airlines Inc.,"New York, NY: John F. Kennedy International",31,12,10.8,0.2,0,1,0,0,0,516,449,18,0,49,0,22,US,JFK,John F. Kennedy International Airport,40.6397,-73.7789
324,2019,12,HA,Hawaiian Airlines Inc.,"Las Vegas, NV: McCarran International",92,20,16.49,0,0,0,3.51,0,0,696,585,0,0,0,111,7,US,LAS,Harry Reid International Airport,36.0801,-115.152
325,2019,12,HA,Hawaiian Airlines Inc.,"Los Angeles, CA: Los Angeles International",194,37,31.16,1,0,0,4.84,1,1,2156,1895,31,0,0,230,6,US,LAX,Los Angeles International Airport,33.9425,-118.408
326,2019,12,HA,Hawaiian Airlines Inc.,"Phoenix, AZ: Phoenix Sky Harbor International",31,6,6,0,0,0,0,0,0,178,178,0,0,0,0,12,US,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012
327,2019,12,HA,Hawaiian Airlines Inc.,"San Diego, CA: San Diego International",62,11,11,0,0,0,0,0,0,293,293,0,0,0,0,15,US,SAN,San Diego International Airport,32.7336,-117.19
328,2019,12,HA,Hawaiian Airlines Inc.,"Seattle, WA: Seattle/Tacoma International",79,27,20.67,0,0,1.33,5,0,0,1035,713,0,0,31,291,16,US,SEA,Seattle-Tacoma International Airport,47.449,-122.309
329,2019,12,HA,Hawaiian Airlines Inc.,"San Francisco, CA: San Francisco International",92,25,22.14,0,0,0,2.86,0,0,820,761,0,0,0,59,17,US,SFO,San Francisco International Airport,37.619,-122.375
330,2019,12,MQ,Envoy Air,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20,3,0,0.03,0.12,0,2.86,0,0,168,0,2,8,0,158,1,US,ATL,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281
331,2019,12,MQ,Envoy Air,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",63,22,5.86,1.98,5.15,0,9.02,1,0,1359,348,104,191,0,716,19,US,BWI,Baltimore/Washington International Airport,39.1753,-76.6683
332,2019,12,MQ,Envoy Air,"Charlotte, NC: Charlotte Douglas International",413,70,19.23,1.9,13.29,0,35.58,6,0,4581,1601,204,337,0,2439,10,US,CLT,Charlotte Douglas International Airport,35.214,-80.9431
333,2019,12,MQ,Envoy Air,"Washington, DC: Ronald Reagan Washington National",114,16,4.82,0.44,5.83,0,4.91,0,0,919,189,15,188,0,527,24,US,DCA,Ronald Reagan Washington National Airport,38.8522,-77.0378
334,2019,12,MQ,Envoy Air,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",5472,1016,199.3,71.76,290.23,5.76,448.95,63,38,80433,18482,10894,12890,194,37973,8,US,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038
335,2019,12,MQ,Envoy Air,"Detroit, MI: Detroit Metro Wayne County",70,14,2.03,0.3,5.64,0,6.03,2,0,651,41,18,230,0,362,20,US,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533
336,2019,12,MQ,Envoy Air,"Newark, NJ: Newark Liberty International",13,9,1.37,0,5.78,0,1.85,0,0,1180,225,0,471,0,484,21,US,EWR,Newark Liberty International Airport,40.6925,-74.1686
337,2019,12,MQ,Envoy Air,"Houston, TX: George Bush Intercontinental/Houston",50,11,1.28,0.92,4.72,0,4.08,0,0,511,25,84,175,0,227,14,US,IAH,George Bush Intercontinental Airport,29.9844,-95.3414
338,2019,12,MQ,Envoy Air,"New York, NY: John F. Kennedy International",411,114,20.89,1.24,42.8,0,49.07,5,3,6521,791,82,2541,0,3107,22,US,JFK,John F. Kennedy International Airport,40.6397,-73.7789
339,2019,12,MQ,Envoy Air,"New York, NY: LaGuardia",640,196,23.89,7.73,104.24,0,60.14,17,7,15601,2283,477,8020,0,4821,23,US,LGA,LaGuardia Airport,40.775,-73.875
340,2019,12,MQ,Envoy Air,"Miami, FL: Miami International",1078,245,79.05,1.41,70.88,1.4,92.27,2,1,15111,6730,36,2296,28,6021,3,US,MIA,Miami International Airport,25.7932,-80.2906
341,2019,12,MQ,Envoy Air,"Minneapolis, MN: Minneapolis-St Paul International",15,4,0,0.03,2.14,0,1.83,0,0,391,0,9,84,0,298,5,US,MSP,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),44.882,-93.2218
342,2019,12,MQ,Envoy Air,"Chicago, IL: Chicago O'Hare International",5428,1261,199.11,64.15,414.85,0.36,582.52,110,2,88488,18350,9430,19238,7,41463,18,US,ORD,Chicago O'Hare International Airport,41.9786,-87.9047
343,2019,12,MQ,Envoy Air,"Philadelphia, PA: Philadelphia International",27,7,1.52,0,4.44,0,1.04,1,0,468,83,0,314,0,71,11,US,PHL,Philadelphia International Airport,39.8719,-75.2411
344,2019,12,NK,Spirit Air Lines,"Atlanta, GA: Hartsfield-Jackson Atlanta International",736,107,26.34,2.83,46.76,1.15,29.92,3,0,6033,1749,258,2356,30,1640,1,US,ATL,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281
345,2019,12,NK,Spirit Air Lines,"Boston, MA: Logan International",403,115,14.8,0,80.59,1,18.61,7,0,7794,1030,0,5399,92,1273,13,US,BOS,Logan International Airport,42.3643,-71.0052
346,2019,12,NK,Spirit Air Lines,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",768,157,39.69,2.34,67.45,3.05,44.48,5,0,9063,2594,299,3024,96,3050,19,US,BWI,Baltimore/Washington International Airport,39.1753,-76.6683
347,2019,12,NK,Spirit Air Lines,"Charlotte, NC: Charlotte Douglas International",124,32,5.38,0.66,17.1,0,8.85,0,0,1738,298,69,844,0,527,10,US,CLT,Charlotte Douglas International Airport,35.214,-80.9431
348,2019,12,NK,Spirit Air Lines,"Denver, CO: Denver International",320,69,16.91,0.85,35.53,0,15.71,2,0,4773,1633,153,1833,0,1154,9,US,DEN,Denver International Airport,39.8617,-104.673
349,2019,12,NK,Spirit Air Lines,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",588,96,17.27,2.61,59.82,1,15.3,1,0,4938,729,220,2913,30,1046,8,US,DFW,Dallas/Fort Worth International Airport,32.8968,-97.038
350,2019,12,NK,Spirit Air Lines,"Detroit, MI: Detroit Metro Wayne County",920,143,37.86,2.15,53.59,2.84,46.56,6,2,9895,2350,187,3411,83,3864,20,US,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533
351,2019,12,NK,Spirit Air Lines,"Newark, NJ: Newark Liberty International",414,121,10.6,5.84,86.08,0.35,18.13,4,1,8764,788,1376,5165,7,1428,21,US,EWR,Newark Liberty International Airport,40.6925,-74.1686
352,2019,12,NK,Spirit Air Lines,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1920,426,99.91,7.88,220.24,3.04,94.93,16,2,28362,5884,509,13648,61,8260,2,US,FLL,Fort Lauderdale-Hollywood International Airport,26.0726,-80.1527
353,2019,12,NK,Spirit Air Lines,"Houston, TX: George Bush Intercontinental/Houston",515,63,23.92,0,27.45,1.3,10.34,1,3,4891,2004,0,1519,65,1303,14,US,IAH,George Bush Intercontinental Airport,29.9844,-95.3414
354,2019,12,NK,Spirit Air Lines,"Las Vegas, NV: McCarran International",1444,208,55.75,11.54,100.28,0,40.43,5,2,16965,4441,1165,7466,0,3893,7,US,LAS,Harry Reid International Airport,36.0801,-115.152
355,2019,12,NK,Spirit Air Lines,"Los Angeles, CA: Los Angeles International",595,93,33.05,0.43,42.19,0.24,17.09,1,3,6025,2487,28,1712,24,1774,6,US,LAX,Los Angeles International Airport,33.9425,-118.408
356,2019,12,NK,Spirit Air Lines,"New York, NY: LaGuardia",341,81,12.48,3.16,55.46,0.1,9.81,4,4,6623,1078,751,3641,5,1148,23,US,LGA,LaGuardia Airport,40.775,-73.875
357,2019,12,NK,Spirit Air Lines,"Orlando, FL: Orlando International",1543,319,76.58,7.17,169.73,2.52,63,12,1,20688,4970,592,9177,90,5859,4,US,MCO,Orlando International Airport,28.4294,-81.309
358,2019,12,NK,Spirit Air Lines,"Minneapolis, MN: Minneapolis-St Paul International",322,56,8.26,1,26.82,0,19.92,2,0,4180,438,199,1317,0,2226,5,US,MSP,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),44.882,-93.2218
359,2019,12,NK,Spirit Air Lines,"Chicago, IL: Chicago O'Hare International",732,123,26.44,1.26,66.32,0.67,28.31,3,2,7417,1230,116,3330,14,2727,18,US,ORD,Chicago O'Hare International Airport,41.9786,-87.9047
360,2019,12,NK,Spirit Air Lines,"Philadelphia, PA: Philadelphia International",336,79,12.15,1.63,47.88,1,16.35,1,0,4937,677,247,3227,17,769,11,US,PHL,Philadelphia International Airport,39.8719,-75.2411
361,2019,12,NK,Spirit Air Lines,"Phoenix, AZ: Phoenix Sky Harbor International",124,14,3.19,0.26,7.97,0,2.59,0,0,776,116,15,418,0,227,12,US,PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012
