,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
0,2022,12,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1691.0,257.0,61.47,6.66,60.43,0.0,128.44,7.0,2.0,21728.0,5919.0,2049.0,2327.0,0.0,11433.0
1,2022,12,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",61.0,9.0,2.48,1.0,2.17,0.0,3.35,1.0,0.0,953.0,155.0,579.0,69.0,0.0,150.0
2,2022,12,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",216.0,33.0,11.97,0.0,9.52,0.0,11.51,6.0,1.0,1545.0,799.0,0.0,268.0,0.0,478.0
3,2022,12,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",129.0,26.0,4.38,0.9,13.6,0.0,7.13,1.0,0.0,1242.0,255.0,126.0,485.0,0.0,376.0
4,2022,12,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1448.0,186.0,66.06,8.79,40.58,0.0,70.57,82.0,1.0,16856.0,7817.0,1840.0,1751.0,0.0,5448.0
5,2022,12,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",74.0,21.0,1.44,1.31,16.72,0.0,1.53,1.0,1.0,1231.0,116.0,71.0,959.0,0.0,85.0
6,2022,12,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1847.0,365.0,84.28,18.82,200.73,1.0,60.16,75.0,0.0,29271.0,9411.0,5021.0,10486.0,49.0,4304.0
7,2022,12,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2603.0,533.0,78.81,25.38,339.55,0.0,89.25,113.0,6.0,38931.0,7828.0,5584.0,17780.0,0.0,7739.0
8,2022,12,9E,Endeavor Air Inc.,MIA,"Miami, FL: Miami International",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2022,12,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",719.0,125.0,33.0,13.81,38.58,0.0,39.61,31.0,1.0,13070.0,3296.0,2548.0,1613.0,0.0,5613.0
10,2022,12,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",70.0,11.0,2.86,1.28,5.23,0.0,1.62,2.0,0.0,557.0,75.0,88.0,186.0,0.0,208.0
11,2022,12,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",15.0,3.0,0.77,0.56,0.79,0.0,0.89,1.0,0.0,285.0,36.0,48.0,46.0,0.0,155.0
12,2022,12,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",523.0,187.0,65.89,9.09,29.23,0.06,82.72,8.0,0.0,15998.0,6270.0,793.0,1287.0,7.0,7641.0
13,2022,12,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1453.0,353.0,120.87,4.78,81.01,0.31,146.03,30.0,1.0,28357.0,9553.0,522.0,3210.0,5.0,15067.0
14,2022,12,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",252.0,85.0,32.04,4.8,12.48,0.87,34.8,1.0,0.0,6454.0,1894.0,405.0,495.0,20.0,3640.0
15,2022,12,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",10008.0,2182.0,629.82,61.24,449.54,8.45,1032.95,155.0,24.0,208303.0,83323.0,7016.0,16291.0,305.0,101368.0
16,2022,12,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2634.0,659.0,174.2,13.95,140.69,2.54,327.62,47.0,7.0,58313.0,15111.0,1884.0,5030.0,110.0,36178.0
17,2022,12,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",672.0,222.0,66.78,11.07,52.81,1.63,89.71,9.0,0.0,14692.0,3816.0,1280.0,1897.0,55.0,7644.0
18,2022,12,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12352.0,3370.0,909.02,160.25,752.72,10.35,1537.66,228.0,22.0,323449.0,109989.0,17848.0,36628.0,331.0,158653.0
19,2022,12,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",316.0,75.0,28.14,3.55,6.72,0.0,36.59,9.0,0.0,6821.0,3376.0,232.0,305.0,0.0,2908.0
20,2022,12,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",671.0,237.0,60.66,9.75,79.51,0.45,86.63,6.0,2.0,17083.0,5029.0,755.0,3864.0,49.0,7386.0
