,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
0,2008,12,9E,Pinnacle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",888.0,352.0,55.12,8.77,164.03,0.0,124.08,22.0,0.0,19902.0,4775.0,972.0,7263.0,0.0,6892.0
1,2008,12,9E,Pinnacle Airlines Inc.,BOS,"Boston, MA: Logan International",102.0,28.0,5.56,0.96,15.16,0.0,6.32,8.0,2.0,2320.0,550.0,91.0,1054.0,0.0,625.0
2,2008,12,9E,Pinnacle Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2008,12,9E,Pinnacle Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",101.0,30.0,15.7,0.96,11.16,0.0,2.17,5.0,2.0,1623.0,1009.0,54.0,366.0,0.0,194.0
4,2008,12,9E,Pinnacle Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",224.0,59.0,15.12,2.9,17.35,0.0,23.63,10.0,1.0,4880.0,1265.0,327.0,1124.0,0.0,2164.0
5,2008,12,9E,Pinnacle Airlines Inc.,DEN,"Denver, CO: Denver International",89.0,39.0,12.31,0.98,17.83,0.0,7.89,0.0,0.0,2210.0,764.0,124.0,869.0,0.0,453.0
6,2008,12,9E,Pinnacle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",104.0,48.0,20.39,4.8,13.4,0.0,9.41,2.0,1.0,2459.0,1167.0,362.0,560.0,0.0,370.0
7,2008,12,9E,Pinnacle Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4298.0,1266.0,202.73,35.44,419.9,1.61,606.33,300.0,9.0,87082.0,17433.0,5272.0,19803.0,57.0,44517.0
8,2008,12,9E,Pinnacle Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",44.0,22.0,4.3,0.0,15.72,0.0,1.98,5.0,0.0,1970.0,421.0,0.0,1292.0,0.0,257.0
9,2008,12,9E,Pinnacle Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",26.0,7.0,3.99,0.0,1.24,0.0,1.77,1.0,0.0,574.0,418.0,0.0,46.0,0.0,110.0
10,2008,12,9E,Pinnacle Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",86.0,24.0,5.52,0.84,13.71,0.0,3.93,2.0,3.0,1003.0,242.0,113.0,422.0,0.0,226.0
11,2008,12,9E,Pinnacle Airlines Inc.,LGA,"New York, NY: LaGuardia",212.0,72.0,13.29,5.17,45.67,0.0,7.87,18.0,0.0,5035.0,1354.0,233.0,2981.0,0.0,467.0
12,2008,12,9E,Pinnacle Airlines Inc.,MCO,"Orlando, FL: Orlando International",1.0,1.0,0.0,0.21,0.79,0.0,0.0,0.0,0.0,38.0,0.0,8.0,30.0,0.0,0.0
13,2008,12,9E,Pinnacle Airlines Inc.,MIA,"Miami, FL: Miami International",13.0,5.0,2.42,0.0,0.58,0.0,2.0,0.0,0.0,374.0,154.0,0.0,18.0,0.0,202.0
14,2008,12,9E,Pinnacle Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1590.0,469.0,98.18,29.12,166.4,1.75,173.55,153.0,13.0,30280.0,6989.0,3829.0,6761.0,48.0,12653.0
15,2008,12,9E,Pinnacle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",18.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,552.0,0.0,0.0,552.0,0.0,0.0
16,2008,12,9E,Pinnacle Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",171.0,71.0,21.74,1.91,40.2,0.0,7.15,11.0,1.0,5136.0,1707.0,111.0,2650.0,0.0,668.0
17,2008,12,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",585.0,167.0,46.55,12.96,76.63,0.0,30.85,15.0,1.0,10146.0,2415.0,733.0,4455.0,0.0,2543.0
18,2008,12,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",930.0,249.0,63.6,27.88,96.69,0.0,60.83,58.0,10.0,17141.0,4150.0,2830.0,5265.0,0.0,4896.0
19,2008,12,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",243.0,56.0,17.63,3.35,9.12,0.0,25.9,1.0,0.0,2970.0,881.0,140.0,354.0,0.0,1595.0
20,2008,12,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",145.0,26.0,16.0,0.55,3.25,0.0,6.2,0.0,1.0,1312.0,832.0,30.0,103.0,0.0,347.0
21,2008,12,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",846.0,244.0,102.55,16.64,51.3,0.0,73.51,17.0,2.0,13746.0,6000.0,1126.0,1773.0,0.0,4847.0
22,2008,12,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",578.0,161.0,55.47,19.95,52.92,0.0,32.67,10.0,0.0,8484.0,3033.0,1192.0,1847.0,0.0,2412.0
23,2008,12,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13010.0,2644.0,565.18,196.29,815.26,1.36,1065.91,192.0,47.0,166977.0,46089.0,15201.0,32203.0,88.0,73396.0
24,2008,12,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",267.0,80.0,24.92,4.51,30.19,0.0,20.38,3.0,0.0,4705.0,1081.0,515.0,1098.0,0.0,2011.0
25,2008,12,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",442.0,207.0,35.68,9.15,127.72,0.0,34.45,24.0,1.0,17809.0,2986.0,533.0,11027.0,0.0,3263.0
26,2008,12,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",270.0,89.0,37.9,10.69,21.16,0.0,19.24,3.0,0.0,5579.0,1783.0,668.0,1060.0,0.0,2068.0
27,2008,12,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",362.0,116.0,31.41,14.77,42.61,0.0,27.21,7.0,2.0,6414.0,1652.0,978.0,2120.0,0.0,1664.0
28,2008,12,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",937.0,307.0,84.69,6.41,157.98,0.0,57.91,17.0,7.0,20899.0,8293.0,380.0,7655.0,0.0,4571.0
29,2008,12,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",634.0,213.0,74.87,17.14,80.13,0.0,40.86,17.0,3.0,11941.0,4819.0,991.0,3436.0,0.0,2695.0
30,2008,12,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2369.0,763.0,197.17,58.57,330.54,0.0,176.73,37.0,1.0,48311.0,14965.0,5020.0,13962.0,0.0,14364.0
31,2008,12,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1518.0,547.0,78.68,40.47,316.99,0.0,110.86,82.0,2.0,38687.0,4975.0,2807.0,21124.0,0.0,9781.0
32,2008,12,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",802.0,236.0,95.37,24.77,61.57,0.0,54.29,11.0,1.0,12763.0,4988.0,1633.0,2407.0,0.0,3735.0
33,2008,12,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3571.0,1128.0,306.54,84.44,436.11,2.39,298.52,43.0,7.0,65287.0,20922.0,6333.0,16194.0,62.0,21776.0
34,2008,12,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",447.0,152.0,27.44,25.55,67.34,0.0,31.66,26.0,3.0,9571.0,1285.0,1363.0,4485.0,0.0,2438.0
35,2008,12,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5252.0,1623.0,204.79,61.47,829.35,0.0,527.39,273.0,42.0,121113.0,15141.0,6915.0,52712.0,0.0,46345.0
36,2008,12,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",436.0,158.0,43.9,7.37,78.72,0.0,28.01,18.0,2.0,10753.0,2360.0,434.0,5634.0,0.0,2325.0
37,2008,12,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",485.0,160.0,50.62,20.12,58.01,0.0,31.24,6.0,1.0,8888.0,3111.0,1259.0,2443.0,0.0,2075.0
38,2008,12,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",456.0,165.0,51.16,20.68,62.0,0.0,31.17,7.0,11.0,11329.0,3570.0,2349.0,3011.0,0.0,2399.0
39,2008,12,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",394.0,169.0,46.44,21.52,80.2,0.0,20.84,8.0,1.0,10004.0,2742.0,1702.0,3604.0,0.0,1956.0
40,2008,12,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",967.0,331.0,75.44,23.34,159.01,0.0,73.21,19.0,3.0,21788.0,5584.0,1687.0,9009.0,0.0,5508.0
41,2008,12,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",213.0,63.0,19.79,10.8,20.19,0.0,12.23,3.0,2.0,3402.0,917.0,742.0,1041.0,0.0,702.0
42,2008,12,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",62.0,20.0,2.71,2.77,13.59,0.0,0.93,3.0,0.0,2565.0,280.0,1119.0,642.0,0.0,524.0
43,2008,12,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",90.0,33.0,8.98,4.09,10.7,0.0,9.22,2.0,0.0,2307.0,482.0,898.0,400.0,0.0,527.0
44,2008,12,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",169.0,72.0,16.7,3.55,26.79,0.0,24.96,8.0,0.0,3926.0,928.0,383.0,1074.0,0.0,1541.0
45,2008,12,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",91.0,46.0,13.02,4.72,22.76,0.0,5.49,3.0,1.0,2525.0,833.0,403.0,877.0,0.0,412.0
46,2008,12,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62.0,27.0,4.65,3.77,17.77,0.0,0.81,3.0,0.0,2652.0,263.0,496.0,1841.0,0.0,52.0
47,2008,12,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",303.0,115.0,26.78,6.83,45.79,1.0,34.6,22.0,1.0,6890.0,1844.0,614.0,1975.0,23.0,2434.0
48,2008,12,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",561.0,200.0,64.99,14.93,56.59,2.74,60.76,24.0,0.0,11216.0,3271.0,1240.0,2190.0,99.0,4416.0
49,2008,12,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",62.0,23.0,5.15,2.25,11.19,0.0,4.4,1.0,0.0,1624.0,431.0,387.0,583.0,0.0,223.0
50,2008,12,AS,Alaska Airlines Inc.,MIA,"Miami, FL: Miami International",31.0,8.0,1.15,1.65,3.65,0.0,1.55,1.0,0.0,534.0,64.0,138.0,187.0,0.0,145.0
51,2008,12,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",61.0,17.0,1.43,3.88,10.61,0.54,0.53,2.0,1.0,1121.0,307.0,284.0,493.0,20.0,17.0
