,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
0,2011,12,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",7994.0,1422.0,349.16,42.48,403.09,4.48,622.8,64.0,2.0,101737.0,33908.0,3269.0,18506.0,157.0,45897.0
1,2011,12,EV,Atlantic Southeast Airlines,BOS,"Boston, MA: Logan International",82.0,8.0,2.74,1.0,0.87,0.0,3.39,3.0,0.0,806.0,182.0,104.0,167.0,0.0,353.0
2,2011,12,EV,Atlantic Southeast Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",52.0,4.0,1.42,0.0,0.58,0.0,2.0,1.0,0.0,392.0,222.0,0.0,21.0,0.0,149.0
3,2011,12,EV,Atlantic Southeast Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",126.0,23.0,13.56,0.0,4.89,0.0,4.55,1.0,0.0,1603.0,1160.0,0.0,130.0,0.0,313.0
4,2011,12,EV,Atlantic Southeast Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",126.0,11.0,2.51,0.0,4.37,0.0,4.13,7.0,0.0,732.0,295.0,0.0,166.0,0.0,271.0
5,2011,12,EV,Atlantic Southeast Airlines,DEN,"Denver, CO: Denver International",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2011,12,EV,Atlantic Southeast Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",98.0,18.0,8.67,0.0,6.58,0.0,2.76,1.0,0.0,960.0,491.0,0.0,264.0,0.0,205.0
7,2011,12,EV,Atlantic Southeast Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",1347.0,142.0,37.0,3.05,20.13,0.0,81.82,15.0,2.0,9392.0,3095.0,213.0,722.0,0.0,5362.0
8,2011,12,EV,Atlantic Southeast Airlines,EWR,"Newark, NJ: Newark Liberty International",105.0,27.0,3.27,1.74,18.4,0.0,3.59,6.0,1.0,2056.0,230.0,48.0,1505.0,0.0,273.0
9,2011,12,EV,Atlantic Southeast Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",206.0,38.0,15.39,1.85,14.34,0.0,6.42,1.0,0.0,2096.0,1189.0,176.0,464.0,0.0,267.0
