,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
0,2019,12,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3802.0,468.0,115.8,11.79,148.86,0.45,191.11,3.0,0.0,32762.0,11503.0,608.0,4885.0,93.0,15673.0
1,2019,12,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",420.0,95.0,17.02,3.27,41.25,0.0,33.46,27.0,0.0,9480.0,1539.0,1260.0,3623.0,0.0,3058.0
2,2019,12,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",225.0,39.0,8.98,2.34,15.97,0.0,11.71,1.0,0.0,3317.0,756.0,198.0,892.0,0.0,1471.0
3,2019,12,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",204.0,48.0,15.32,0.17,14.76,0.0,17.75,5.0,0.0,2926.0,1064.0,32.0,669.0,0.0,1161.0
4,2019,12,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",115.0,25.0,3.95,0.51,10.61,0.0,9.93,1.0,0.0,1940.0,303.0,69.0,627.0,0.0,941.0
5,2019,12,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",98.0,24.0,7.08,0.69,8.78,0.0,7.45,0.0,3.0,1134.0,403.0,11.0,292.0,0.0,428.0
6,2019,12,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1676.0,212.0,53.41,14.24,44.82,0.0,99.53,5.0,0.0,18605.0,5407.0,3482.0,1754.0,0.0,7962.0
7,2019,12,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",155.0,45.0,10.41,2.32,24.88,0.0,7.4,3.0,0.0,4112.0,900.0,149.0,2086.0,0.0,977.0
8,2019,12,9E,Endeavor Air Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",77.0,18.0,5.4,3.54,4.7,0.0,4.35,0.0,0.0,1295.0,372.0,300.0,157.0,0.0,466.0
9,2019,12,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1606.0,334.0,65.99,8.1,138.85,0.0,121.05,26.0,1.0,26012.0,6000.0,979.0,9091.0,0.0,9942.0
10,2019,12,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2335.0,631.0,77.9,15.83,322.91,0.0,214.36,61.0,12.0,57255.0,11997.0,1602.0,24795.0,0.0,18861.0
11,2019,12,9E,Endeavor Air Inc.,MCO,"Orlando, FL: Orlando International",20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
