,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
0,2023,9,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2062.0,200.0,66.78,13.88,35.9,0.0,83.45,2.0,1.0,17361.0,6394.0,4028.0,1503.0,0.0,5436.0
1,2023,9,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",75.0,15.0,4.95,0.0,5.46,0.0,4.59,8.0,0.0,1059.0,265.0,0.0,273.0,0.0,521.0
2,2023,9,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",206.0,27.0,8.91,0.0,8.29,0.0,9.8,23.0,0.0,2430.0,1334.0,0.0,502.0,0.0,594.0
3,2023,9,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",167.0,29.0,8.22,0.0,13.72,0.0,7.06,2.0,0.0,1607.0,606.0,0.0,689.0,0.0,312.0
4,2023,9,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1612.0,215.0,56.1,7.94,45.36,0.0,105.6,19.0,2.0,17140.0,4703.0,1784.0,2340.0,0.0,8313.0
5,2023,9,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",134.0,20.0,2.09,1.4,14.21,0.0,2.31,8.0,1.0,1415.0,187.0,272.0,803.0,0.0,153.0
6,2023,9,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1514.0,232.0,46.82,13.08,106.63,0.0,65.48,152.0,6.0,25865.0,5068.0,3485.0,11933.0,0.0,5379.0
7,2023,9,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2633.0,441.0,85.91,24.39,219.97,0.0,110.73,219.0,13.0,44243.0,11954.0,3051.0,19483.0,0.0,9755.0
8,2023,9,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",516.0,65.0,14.47,1.0,7.42,0.0,42.12,0.0,1.0,4995.0,1500.0,84.0,428.0,0.0,2983.0
9,2023,9,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2023,9,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",680.0,142.0,53.08,6.74,25.3,0.0,56.89,1.0,0.0,12210.0,4710.0,722.0,1405.0,0.0,5373.0
